,action1,action2,action3
2949,25.5,25.5,26.5
2950,24.0,26.5,26.0
2951,24.0,25.5,25.0
2952,26.0,25.0,25.0
2953,25.5,26.5,24.5
2954,25.0,24.5,24.5
2955,26.5,26.0,25.5
2956,24.0,25.0,25.5
2957,26.0,26.0,26.0
2958,26.5,26.5,24.5
2959,26.0,24.5,24.5
2960,24.5,24.0,24.5
2961,25.5,25.5,25.0
2962,25.0,24.0,25.5
2963,24.0,24.0,24.5
2964,24.0,25.0,26.5
2965,24.0,25.0,26.0
2966,25.0,24.5,26.5
2967,24.5,26.0,26.5
2968,26.5,24.5,24.0
2969,26.5,26.0,24.0
2970,25.0,24.0,25.5
2971,26.0,26.5,26.0
2972,25.5,25.0,25.5
2973,26.5,24.5,24.0
2974,25.0,26.0,24.0
2975,26.5,25.0,24.5
2976,26.5,26.5,24.0
2977,25.5,25.0,26.0
2978,25.5,26.0,25.0
2979,26.0,24.5,24.0
2980,25.5,26.5,25.5
2981,25.5,25.5,26.0
2982,26.0,24.0,26.0
2983,24.5,26.0,24.0
2984,25.5,26.5,24.0
2985,25.0,24.5,26.0
2986,24.5,26.5,24.0
2987,26.5,26.0,24.5
2988,25.5,25.0,26.5
2989,24.0,26.5,26.0
2990,26.0,26.0,24.0
2991,26.5,25.5,24.0
2992,25.0,26.5,26.0
2993,24.5,26.5,26.5
2994,26.0,24.5,26.5
2995,26.5,26.5,24.5
2996,24.0,26.5,26.5
2997,25.0,26.0,26.0
2998,25.0,25.5,26.5
2999,24.0,25.5,24.5
3000,26.5,26.5,24.0
3001,25.5,25.0,24.5
3002,24.5,25.0,26.5
3003,24.0,26.5,26.5
3004,26.0,26.0,25.0
3005,26.0,24.5,24.5
3006,26.5,25.0,24.0
3007,25.0,26.0,24.5
3008,26.0,25.5,26.0
3009,25.0,25.0,26.5
3010,25.5,26.0,24.5
3011,24.0,26.5,25.0
3012,25.5,25.0,25.0
3013,24.5,24.5,24.0
3014,25.0,25.0,25.5
3015,25.5,24.0,25.5
3016,26.5,24.0,24.0
3017,25.5,26.5,26.5
3018,25.0,25.0,26.5
3019,24.5,25.5,26.5
3020,26.5,24.0,24.5
3021,26.0,26.0,26.5
3022,26.5,25.0,25.5
3023,25.5,26.5,26.5
3024,26.0,24.5,24.5
3025,25.5,24.5,24.0
3026,26.0,25.5,25.0
3027,24.5,26.0,24.5
3028,26.5,26.0,26.0
3029,25.5,25.0,25.0
3030,26.0,24.0,26.0
3031,26.5,24.5,25.5
3032,26.0,26.5,26.0
3033,26.0,26.5,24.0
3034,25.5,25.5,24.5
3035,26.5,25.0,26.5
3036,25.0,26.0,26.0
3037,26.0,25.5,25.5
3038,26.0,25.0,25.0
3039,25.0,25.0,25.0
3040,26.5,26.5,26.0
3041,25.0,26.0,26.5
3042,26.0,24.0,26.0
3043,26.0,25.0,24.0
3044,26.0,24.5,26.5
3045,25.0,26.0,26.5
3046,25.0,26.0,25.5
3047,25.0,25.0,25.0
3048,26.5,24.5,25.0
3049,25.5,24.5,24.5
3050,25.5,26.0,24.5
3051,26.0,24.0,25.5
3052,25.0,25.5,24.5
3053,24.0,25.5,25.0
3054,26.5,25.5,24.0
3055,25.5,25.0,26.0
3056,25.5,25.5,25.0
3057,25.0,25.0,26.0
3058,25.0,26.5,26.5
3059,26.5,26.0,24.0
3060,26.5,26.5,26.0
3061,24.0,24.5,25.0
3062,25.0,26.5,26.5
3063,24.0,26.5,26.0
3064,24.5,25.0,25.5
3065,26.5,24.5,25.5
3066,26.5,25.5,26.0
3067,26.0,25.5,25.5
3068,26.5,24.5,25.5
3069,25.5,26.0,26.5
3070,24.0,26.5,25.5
3071,26.0,25.5,26.5
3072,25.5,25.0,24.5
3073,26.5,26.0,25.5
3074,26.0,26.5,26.0
3075,24.0,25.0,24.5
3076,25.0,26.0,26.5
3077,26.5,26.0,24.5
3078,26.0,24.0,25.5
3079,26.5,24.5,24.5
3080,25.5,25.0,26.5
3081,26.0,26.5,26.5
3082,24.0,25.5,26.0
3083,24.0,24.0,26.5
3084,25.5,24.0,25.0
3085,25.5,24.5,24.5
3086,25.5,25.5,26.0
3087,24.5,24.5,24.5
3088,26.5,26.0,25.0
3089,25.0,25.5,25.5
3090,26.0,25.5,26.0
3091,25.0,24.5,26.0
3092,25.0,24.0,26.5
3093,26.5,25.5,26.0
3094,24.5,24.5,24.0
3095,24.5,26.5,26.5
3096,26.0,24.5,26.5
3097,26.0,24.5,26.5
3098,26.5,26.0,24.0
3099,24.5,25.0,24.5
3100,24.5,25.0,24.5
3101,26.5,25.5,25.5
3102,24.5,25.5,26.5
3103,26.5,26.0,24.0
3104,26.5,26.5,25.0
3105,26.5,24.5,24.0
3106,25.0,26.0,24.0
3107,25.5,24.5,26.0
3108,25.0,24.0,24.5
3109,24.5,25.5,26.0
3110,25.5,26.0,25.0
3111,24.5,25.5,26.0
3112,25.0,24.0,25.5
3113,26.0,25.5,25.0
3114,25.0,26.5,24.5
3115,25.0,25.5,26.5
3116,24.5,26.5,24.0
3117,25.5,25.5,25.5
3118,26.5,24.0,24.0
3119,25.5,26.0,25.0
3120,26.5,25.5,25.0
3121,25.5,24.5,24.0
3122,26.0,26.5,25.0
3123,25.5,25.5,24.5
3124,25.0,26.0,26.5
3125,25.0,24.0,25.5
3126,26.0,26.5,26.0
3127,25.5,25.5,24.0
3128,24.5,25.0,26.0
3129,24.0,25.5,24.5
3130,26.5,25.5,26.5
3131,24.0,26.5,26.0
3132,25.5,26.0,26.0
3133,24.0,25.5,26.5
3134,25.5,26.5,24.0
3135,25.0,24.0,25.5
3136,25.5,25.5,25.5
3137,26.0,26.5,24.5
3138,26.5,25.5,25.5
3139,26.5,24.5,26.0
3140,24.5,26.0,25.0
3141,24.5,26.0,24.5
3142,26.5,25.0,25.5
3143,26.0,25.5,26.5
3144,24.5,25.0,25.5
3145,24.5,26.5,24.5
3146,25.0,24.0,26.0
3147,24.5,25.5,26.5
3148,24.0,25.5,25.0
3149,24.0,26.5,25.0
3150,25.0,25.5,26.0
3151,25.5,26.5,24.0
3152,25.0,26.0,26.5
3153,25.5,26.0,25.5
3154,25.5,26.0,25.5
3155,25.5,26.5,24.5
3156,24.0,26.0,24.0
3157,26.0,26.0,25.5
3158,26.0,25.0,25.0
3159,25.0,24.0,26.0
3160,25.5,25.0,26.5
3161,25.0,26.0,26.0
3162,24.0,24.0,24.5
3163,26.0,25.0,25.5
3164,25.5,25.0,24.0
3165,25.5,24.5,26.5
3166,24.0,25.0,25.5
3167,25.0,25.5,26.0
3168,26.5,25.0,25.0
3169,25.5,26.5,25.0
3170,25.0,26.0,24.5
3171,26.0,26.5,24.5
3172,25.0,26.0,26.0
3173,26.5,24.5,26.0
3174,25.0,25.0,26.5
3175,26.0,25.0,25.0
3176,26.5,25.5,26.5
3177,24.5,25.5,26.0
3178,25.0,26.5,25.0
3179,25.0,25.5,24.5
3180,24.5,24.0,26.0
3181,24.5,26.0,24.5
3182,26.5,25.0,26.5
3183,26.5,26.5,24.5
3184,24.0,24.5,25.5
3185,26.5,26.0,25.5
3186,25.5,25.5,26.0
3187,26.0,24.5,24.0
3188,26.5,26.5,25.0
3189,24.0,26.0,24.5
3190,25.5,25.0,26.0
3191,24.5,26.0,25.5
3192,25.0,26.5,26.5
3193,26.5,24.0,25.5
3194,24.5,25.0,25.0
3195,25.0,24.0,25.5
3196,26.0,25.0,26.5
3197,25.5,26.0,25.5
3198,26.0,24.0,25.5
3199,24.0,25.0,25.5
3200,24.0,25.0,25.5
3201,25.0,24.5,24.0
3202,26.5,25.0,26.5
3203,26.5,26.5,26.5
3204,26.5,26.5,25.5
3205,25.0,24.5,26.5
3206,24.0,26.5,24.0
3207,25.5,25.0,24.0
3208,25.5,25.0,26.5
3209,25.0,24.0,24.5
3210,25.0,25.0,24.0
3211,25.5,26.5,26.0
3212,26.0,26.5,25.0
3213,26.0,26.5,26.5
3214,25.5,24.0,25.5
3215,26.0,26.5,24.5
3216,26.5,25.5,25.0
3217,25.5,25.0,25.0
3218,25.0,25.0,26.0
3219,25.0,26.0,26.5
3220,24.5,24.0,26.5
3221,24.0,26.0,26.0
3222,25.0,25.5,24.0
3223,26.0,25.0,25.0
3224,25.0,25.5,26.0
3225,25.0,25.0,26.0
3226,26.5,25.5,26.5
3227,25.0,25.5,25.5
3228,25.0,25.0,24.5
3229,26.0,26.5,25.0
3230,26.0,26.0,26.5
3231,26.0,26.0,26.5
3232,25.0,25.5,24.0
3233,26.0,25.5,24.5
3234,25.5,24.5,25.5
3235,25.0,26.5,25.0
3236,26.5,25.0,24.0
3237,26.5,25.5,24.5
3238,26.0,26.5,25.5
3239,26.0,25.5,24.0
3240,25.0,24.0,24.0
3241,25.5,25.0,26.5
3242,24.5,25.5,25.5
3243,26.0,26.0,25.0
3244,25.5,25.0,26.0
3245,26.0,26.5,24.5
3246,25.5,25.0,26.0
3247,24.0,25.5,25.5
3248,24.5,26.5,24.0
3249,24.0,26.0,25.0
3250,25.0,26.5,24.5
3251,24.5,24.0,25.5
3252,25.0,24.0,26.5
3253,26.0,25.5,26.0
3254,24.5,26.0,24.0
3255,24.0,26.5,24.0
3256,24.5,25.5,25.5
3257,26.5,24.5,26.0
3258,26.0,26.0,26.5
3259,26.0,24.5,25.5
3260,26.0,26.5,26.5
3261,24.5,26.5,26.5
3262,25.0,26.0,25.0
3263,26.0,25.5,24.5
3264,25.5,24.5,25.5
3265,24.0,25.0,25.0
3266,25.0,26.0,25.0
3267,24.5,25.5,24.0
3268,24.5,25.5,24.0
3269,24.0,24.0,26.0
3270,24.5,24.5,24.0
3271,24.5,25.0,26.5
3272,24.5,25.5,25.5
3273,25.5,26.5,25.0
3274,25.5,24.5,24.0
3275,25.0,26.5,25.0
3276,26.5,26.5,24.0
3277,26.5,25.0,26.0
3278,26.5,26.0,25.5
3279,24.0,25.0,24.5
3280,25.0,26.0,24.5
3281,25.0,25.5,26.5
3282,24.0,24.0,26.0
3283,25.5,26.5,25.5
3284,26.0,26.5,26.5
3285,25.0,26.5,24.0
3286,24.0,26.0,25.5
3287,26.0,25.0,24.0
3288,24.5,25.5,26.0
3289,25.5,25.5,24.5
3290,25.5,24.5,24.5
3291,25.0,26.5,24.5
3292,25.5,26.5,25.0
3293,25.5,26.5,25.0
3294,24.5,25.5,25.5
3295,24.5,25.5,25.0
3296,24.0,25.0,24.5
3297,25.0,25.0,26.5
3298,26.0,26.0,25.5
3299,25.5,25.0,26.5
3300,24.0,26.5,24.5
3301,26.0,24.5,24.0
3302,26.5,24.0,26.0
3303,25.0,25.0,24.0
3304,25.0,24.5,26.5
3305,26.0,25.5,24.5
3306,25.5,25.5,25.0
3307,24.0,26.5,25.5
3308,25.0,26.5,24.0
3309,25.5,26.0,25.5
3310,25.0,25.0,26.5
3311,26.0,24.0,25.5
3312,25.0,25.0,26.0
3313,26.0,24.0,25.5
3314,25.5,25.5,25.0
3315,25.0,25.5,25.5
3316,24.0,25.0,26.5
3317,25.5,24.0,24.5
3318,26.0,25.0,25.0
3319,24.5,24.0,26.5
3320,24.5,26.5,24.0
3321,26.0,26.0,25.5
3322,24.5,26.0,25.0
3323,25.5,26.5,25.5
3324,25.0,26.5,26.0
3325,24.0,24.5,24.5
3326,26.5,26.0,24.0
3327,25.0,25.5,25.5
3328,24.5,26.0,25.5
3329,25.5,25.5,24.0
3330,26.5,26.0,24.0
3331,26.5,25.5,25.5
3332,26.5,26.0,25.5
3333,25.0,26.5,26.5
3334,25.5,25.5,26.5
3335,26.0,25.5,26.5
3336,24.5,25.5,26.0
3337,24.5,25.5,26.0
3338,26.5,25.5,25.0
3339,25.0,26.5,26.0
3340,25.5,24.0,26.0
3341,25.0,25.5,26.0
3342,25.5,25.5,24.5
3343,25.5,24.0,25.0
3344,25.5,24.5,25.5
3345,26.0,24.0,26.0
3346,26.0,25.0,26.0
3347,24.5,26.0,25.5
3348,25.5,25.0,26.5
3349,26.0,25.5,25.0
3350,24.0,26.0,24.0
3351,24.0,25.0,26.0
3352,25.5,26.5,26.5
3353,26.5,26.0,24.5
3354,26.5,26.0,25.5
3355,26.0,25.5,26.0
3356,24.5,25.5,25.5
3357,26.0,26.0,24.5
3358,25.0,25.0,24.0
3359,25.0,24.5,26.5
3360,24.0,24.0,24.5
3361,25.5,25.5,25.0
3362,26.5,25.0,26.0
3363,26.5,25.5,26.5
3364,26.5,24.0,24.0
3365,25.0,25.0,25.5
3366,25.0,24.5,26.0
3367,26.5,25.0,26.0
3368,26.5,25.0,24.0
3369,26.0,25.5,26.0
3370,25.0,26.0,26.0
3371,24.0,24.0,25.0
3372,25.0,25.0,24.5
3373,24.0,26.0,25.0
3374,24.5,25.0,26.5
3375,25.5,25.0,25.0
3376,25.5,25.0,26.0
3377,25.5,24.5,24.0
3378,25.5,25.5,25.5
3379,26.0,26.5,25.0
3380,24.5,26.5,24.0
3381,25.0,24.0,25.5
3382,25.5,25.5,24.5
3383,24.5,25.5,26.5
3384,24.0,25.0,25.0
3385,24.0,24.0,25.0
3386,25.0,26.0,26.0
3387,24.0,25.0,24.5
3388,24.5,26.5,25.5
3389,25.0,24.0,26.0
3390,25.5,24.0,24.5
3391,26.5,26.0,26.0
3392,26.5,24.0,25.5
3393,26.5,26.5,24.5
3394,25.5,24.5,24.5
3395,26.0,24.0,25.5
3396,24.5,26.0,25.0
3397,25.5,24.0,26.5
3398,26.5,26.0,26.5
3399,25.0,26.0,26.5
3400,24.0,25.5,26.0
3401,26.0,25.0,25.0
3402,26.0,25.5,24.0
3403,25.0,26.0,25.0
3404,26.5,25.5,24.5
3405,26.0,25.0,26.0
3406,25.0,25.0,24.5
3407,25.5,26.0,24.5
3408,26.0,24.5,26.5
3409,25.5,24.5,24.5
3410,26.0,26.5,26.0
3411,24.5,26.0,26.0
3412,24.0,24.5,25.0
3413,25.5,25.0,25.0
3414,25.0,25.0,25.0
3415,24.5,24.0,26.5
3416,25.5,24.5,26.0
3417,25.5,26.0,26.0
3418,25.0,26.5,26.0
3419,26.5,25.5,25.5
3420,26.5,24.5,26.0
3421,24.0,26.5,26.0
3422,26.0,26.0,24.5
3423,25.5,24.0,25.5
3424,26.0,26.5,24.0
3425,24.5,25.5,25.0
3426,26.5,25.0,25.5
3427,26.5,25.5,26.0
3428,26.0,24.5,24.0
3429,25.5,26.5,24.5
3430,25.0,26.5,25.5
3431,24.0,25.0,24.5
3432,25.5,24.5,26.5
3433,26.0,24.5,26.5
3434,25.5,26.5,26.5
3435,26.0,26.0,25.5
3436,26.5,25.5,25.5
3437,25.5,24.5,26.0
3438,26.5,26.5,24.5
3439,25.0,25.5,26.5
3440,25.5,26.0,24.0
3441,25.5,25.5,25.5
3442,25.0,26.5,26.0
3443,25.0,25.5,24.5
3444,26.0,25.5,24.0
3445,25.5,25.5,25.5
3446,26.0,24.5,25.5
3447,26.5,26.0,26.0
3448,26.0,25.5,26.0
3449,26.0,26.0,26.5
3450,25.5,26.5,26.5
3451,26.5,25.0,26.5
3452,26.0,24.0,25.5
3453,24.0,24.5,26.5
3454,24.0,26.5,24.0
3455,24.0,25.0,26.0
3456,25.0,26.5,26.5
3457,26.5,26.0,26.0
3458,25.5,24.0,24.0
3459,25.0,26.0,25.0
3460,25.0,24.0,24.5
3461,26.5,25.0,25.0
3462,26.5,24.0,25.0
3463,26.0,24.0,25.5
3464,24.5,24.5,24.0
3465,26.0,26.5,25.5
3466,25.0,26.0,25.5
3467,26.0,26.0,25.5
3468,26.5,26.0,26.0
3469,25.5,24.5,26.0
3470,24.5,24.5,25.0
3471,24.5,24.5,25.5
3472,25.0,25.0,26.5
3473,25.5,25.0,24.0
3474,24.0,26.0,25.0
3475,26.0,24.0,25.0
3476,24.5,25.5,25.0
3477,24.5,25.5,26.0
3478,25.0,25.5,25.5
3479,25.0,25.5,26.5
3480,24.5,26.0,26.5
3481,25.0,24.0,25.0
3482,24.5,25.0,24.5
3483,26.0,25.5,25.0
3484,25.5,24.0,26.0
3485,26.0,26.5,24.0
3486,26.0,24.5,25.5
3487,26.0,24.5,24.0
3488,24.0,25.5,24.0
3489,25.5,26.0,25.5
3490,26.0,26.0,26.5
3491,24.5,25.0,24.0
3492,24.0,25.5,24.5
3493,24.0,24.5,24.0
3494,26.0,26.0,25.5
3495,25.5,26.0,25.0
3496,26.5,26.5,24.0
3497,24.5,24.5,25.0
3498,25.0,24.5,25.0
3499,25.0,25.5,24.0
3500,25.0,25.5,25.5
3501,26.0,26.0,26.5
3502,25.0,26.0,25.5
3503,25.5,24.0,24.5
3504,25.0,24.0,24.0
3505,26.5,25.5,26.0
3506,25.0,26.0,24.0
3507,25.5,24.5,26.5
3508,25.5,26.5,26.0
3509,26.5,25.0,26.0
3510,24.0,26.5,24.0
3511,24.0,25.5,24.0
3512,26.0,25.0,25.0
3513,24.5,24.0,25.0
3514,25.0,24.5,26.5
3515,26.5,24.0,24.0
3516,24.0,25.0,24.0
3517,26.5,24.0,26.5
3518,26.0,26.0,24.5
3519,25.0,24.0,26.0
3520,25.0,26.5,26.5
3521,26.5,25.0,25.5
3522,25.5,26.5,26.5
3523,26.0,26.0,26.5
3524,24.5,25.0,25.0
3525,24.0,26.0,25.5
3526,26.0,25.5,25.5
3527,25.0,26.5,26.5
3528,26.0,25.5,24.0
3529,26.0,26.0,25.0
3530,26.5,24.5,24.5
3531,26.5,26.5,25.5
3532,24.5,24.5,26.0
3533,24.0,25.0,25.0
3534,24.5,26.5,24.5
3535,24.0,26.0,26.0
3536,24.5,25.0,24.0
3537,24.0,25.0,24.5
3538,24.0,26.0,25.0
3539,24.5,26.0,24.0
3540,25.5,26.0,25.0
3541,25.0,25.0,24.0
3542,25.0,25.0,25.5
3543,24.5,24.0,24.0
3544,25.5,26.0,26.5
3545,24.5,26.0,24.5
3546,25.5,24.0,25.0
3547,26.0,26.5,24.5
3548,25.5,26.5,26.0
3549,24.0,24.0,24.5
3550,24.0,26.5,25.0
3551,25.0,24.0,25.5
3552,26.5,26.5,24.0
3553,26.0,25.0,24.5
3554,25.5,26.5,25.5
3555,26.5,24.0,26.5
3556,26.0,24.5,26.0
3557,26.0,26.5,25.0
3558,26.0,26.0,25.5
3559,26.5,25.5,25.5
3560,26.5,25.0,26.5
3561,25.0,25.5,25.0
3562,25.0,25.5,26.5
3563,26.0,24.5,25.0
3564,26.5,24.5,24.0
3565,25.5,24.0,25.5
3566,26.5,24.5,25.5
3567,25.5,24.0,25.5
3568,26.5,26.5,25.5
3569,25.0,26.0,25.0
3570,24.0,26.0,24.0
3571,26.0,26.5,25.0
3572,24.0,26.5,26.5
3573,24.0,26.5,24.5
3574,24.0,25.0,25.5
3575,25.0,25.5,25.0
3576,26.5,26.0,25.5
3577,24.5,25.0,25.5
3578,25.0,26.0,24.5
3579,25.0,26.5,25.0
3580,24.5,26.5,25.0
3581,26.5,26.0,25.0
3582,24.0,26.5,26.0
3583,24.0,25.0,25.0
3584,24.0,26.0,26.0
3585,24.5,24.5,24.5
3586,26.0,26.0,25.5
3587,26.5,24.5,26.0
3588,24.0,25.5,26.5
3589,26.5,24.5,24.5
3590,26.5,25.5,25.0
3591,24.5,25.0,26.0
3592,26.0,24.0,26.5
3593,24.5,26.0,25.0
3594,26.0,26.0,26.0
3595,25.5,26.0,24.5
3596,26.0,25.0,25.0
3597,25.5,26.0,25.5
3598,25.5,24.5,26.0
3599,26.0,25.0,26.0
3600,26.5,26.0,25.5
3601,26.0,25.5,26.5
3602,26.0,24.0,26.0
3603,24.0,26.5,26.0
3604,25.5,26.5,25.0
3605,24.0,26.5,26.0
3606,26.5,24.0,24.5
3607,26.0,24.5,25.0
3608,25.0,26.0,24.0
3609,25.0,26.0,25.5
3610,25.5,25.0,25.0
3611,25.0,24.5,25.5
3612,25.0,26.0,25.5
3613,26.5,25.0,25.5
3614,26.5,24.5,25.0
3615,24.0,25.0,26.5
3616,26.0,26.5,26.5
3617,25.5,25.0,25.0
3618,25.5,26.0,25.5
3619,25.0,25.0,24.0
3620,24.5,25.0,26.0
3621,25.5,25.0,26.5
3622,25.0,26.0,26.5
3623,25.5,26.5,25.5
3624,24.5,26.5,24.0
3625,26.0,26.0,26.0
3626,25.5,25.5,26.5
3627,25.0,24.5,26.5
3628,25.5,25.0,26.5
3629,26.5,24.5,25.5
3630,26.5,25.5,26.5
3631,25.0,25.0,25.5
3632,26.0,25.5,26.5
3633,25.0,26.5,24.5
3634,25.0,25.0,26.5
3635,24.0,24.0,25.0
3636,25.5,26.5,24.0
3637,24.0,25.5,26.5
3638,25.5,24.5,24.5
3639,26.5,26.5,25.5
3640,24.5,25.5,26.0
3641,26.0,26.5,25.0
3642,26.5,26.5,24.5
3643,25.0,24.0,24.0
3644,24.5,26.5,26.5
3645,24.0,25.0,26.0
3646,24.0,25.0,24.5
3647,25.0,26.5,25.0
3648,25.0,24.0,25.0
3649,24.0,25.0,25.5
3650,25.0,24.5,25.5
3651,25.5,25.5,25.0
3652,25.5,24.5,24.0
3653,25.5,26.5,26.5
3654,25.5,24.0,24.5
3655,25.0,24.5,25.5
3656,25.0,25.5,24.0
3657,25.5,26.5,24.0
3658,26.0,26.5,24.5
3659,24.0,24.5,24.5
3660,24.0,25.0,25.5
3661,25.5,26.0,24.5
3662,26.0,26.5,26.5
3663,24.5,26.5,24.5
3664,24.5,24.0,24.0
3665,26.5,25.0,26.5
3666,26.5,24.0,25.0
3667,26.5,25.5,25.5
3668,24.0,26.0,26.0
3669,26.0,24.0,25.5
3670,26.5,25.0,25.5
3671,26.0,26.5,25.0
3672,24.5,25.5,24.0
3673,26.0,24.5,25.0
